,Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit
1343,3343,Kids,Basketball,Air Jordan,L,3.0,9405.77,0.0,0.0,12-11-2024,Retail,hyderbad,1688.78
1344,3344,Kids,Soccer,Mercurial Superfly,12,1.482213438735178,8217.37,1.06,0.0,2025/06/24,Retail,hyderbad,303.77
1345,2048,Men,Lifestyle,Blazer Mid,XL,1.482213438735178,6039.8633948635625,0.0,0.0,10-12-2024,Online,Bangalore,1635.47
1346,3346,Kids,Training,SuperRep Go,12,4.0,6039.8633948635625,0.15,0.0,10-12-2024,Retail,Delhi,3392.46
1347,3347,Men,Training,ZoomX Invincible,L,1.482213438735178,4389.44,0.0,0.0,10-12-2024,Online,Mumbai,1546.55
1348,3348,Women,Soccer,Mercurial Superfly,9,1.482213438735178,2114.86,0.0,0.0,2024/09/26,Online,Hyd,2636.76
1349,3349,Men,Training,ZoomX Invincible,M,0.0,8180.92,1.25,0.0,10-12-2024,Retail,Hyderabad,-481.2
1350,3350,Women,Basketball,Zoom Freak,L,1.482213438735178,6039.8633948635625,0.48,0.0,2025/05/28,Online,Bangalore,2199.43
1351,3351,Men,Training,SuperRep Go,L,1.482213438735178,5319.24,0.48,0.0,10-12-2024,Online,Kolkata,-382.32
1352,3352,Women,Training,SuperRep Go,9,1.482213438735178,6622.41,0.23,0.0,2025/03/01,Retail,Pune,1437.43
1353,2028,Men,Basketball,Kyrie Flytrap,7,4.0,2824.55,0.0,0.0,10-12-2024,Online,Delhi,1123.78
1354,3354,Men,Lifestyle,Dunk Low,L,1.482213438735178,6039.8633948635625,0.4,0.0,01-11-2024,Retail,Kolkata,-987.6
1355,3355,Kids,Basketball,LeBron 20,6,0.0,7781.4,1.14,0.0,2025/01/16,Online,Pune,1815.96
1356,3356,Women,Soccer,Tiempo Legend,M,4.0,6039.8633948635625,0.0,0.0,2025/03/13,Online,Mumbai,724.11
1357,3357,Kids,Training,Flex Trainer,M,4.0,6206.45,0.5,12412.9,2025/04/05,Online,Delhi,678.42
1358,3358,Men,Basketball,Kyrie Flytrap,M,1.482213438735178,6039.8633948635625,0.43,0.0,2024-08-01,Online,Hyd,2019.56
1359,3359,Kids,Basketball,LeBron 20,L,1.482213438735178,9362.81,1.16,0.0,01-09-2024,Retail,Mumbai,2963.03
1360,3360,Women,Training,Metcon 7,M,4.0,6039.8633948635625,0.06,0.0,2024-07-31,Online,Bangalore,304.12
1361,3361,Women,Basketball,LeBron 20,XL,0.0,6039.8633948635625,0.0,0.0,10-12-2024,Retail,bengaluru,3007.91
1362,3362,Men,Lifestyle,Air Force 1,L,1.482213438735178,6039.8633948635625,0.0,0.0,2024-03-10,Retail,Delhi,2730.12
1363,3363,Women,Basketball,Kyrie Flytrap,L,3.0,6039.8633948635625,0.6,0.0,18-02-2025,Online,bengaluru,39.86
1364,3364,Kids,Soccer,Premier III,M,1.482213438735178,6039.8633948635625,0.24,0.0,11-09-2024,Online,Pune,-371.86
1365,3365,Kids,Running,Air Zoom,M,1.482213438735178,6039.8633948635625,0.95,0.0,10-12-2024,Retail,Pune,-445.03
1366,3366,Men,Basketball,LeBron 20,M,1.482213438735178,6039.8633948635625,0.0,0.0,2024/12/15,Retail,Pune,2762.68
1367,2029,Kids,Training,Metcon 7,L,1.482213438735178,6548.87,0.2,0.0,2024/11/20,Online,Kolkata,3640.6
1368,3368,Women,Training,Flex Trainer,M,1.482213438735178,6039.8633948635625,0.0,0.0,14-04-2025,Retail,Delhi,2027.47
1369,3369,Men,Running,React Infinity,L,1.482213438735178,5103.34,0.05,0.0,2024-09-27,Online,Kolkata,1247.02
1370,3370,Women,Basketball,Air Jordan,XL,1.482213438735178,3328.45,0.0,0.0,2025/07/05,Retail,bengaluru,-1137.54
1371,3371,Men,Training,Flex Trainer,XL,1.0,2636.01,0.0,0.0,26-04-2025,Retail,Delhi,2255.43
1372,3372,Kids,Basketball,Kyrie Flytrap,M,1.482213438735178,6039.8633948635625,0.77,0.0,24-02-2025,Online,Delhi,-1088.45
1373,3373,Kids,Training,SuperRep Go,8,1.482213438735178,6039.8633948635625,0.76,0.0,10-12-2024,Retail,Pune,1069.43
1374,3374,Men,Training,Flex Trainer,M,4.0,4500.96,0.0,0.0,16-12-2024,Online,Pune,1905.25
1375,3375,Kids,Running,Free RN,M,0.0,2134.23,0.0,0.0,2024/11/22,Online,Bangalore,1647.39
1376,3376,Kids,Soccer,Phantom GT,6,1.482213438735178,6039.8633948635625,0.0,0.0,10-12-2024,Retail,Kolkata,1286.64
1377,3377,Men,Basketball,Kyrie Flytrap,M,0.0,6039.8633948635625,0.38,0.0,10-12-2024,Online,hyderbad,1295.93
1378,3378,Kids,Soccer,Phantom GT,XL,1.0,3642.74,0.0,0.0,10-12-2024,Online,Kolkata,2416.87
1379,3379,Men,Basketball,Air Jordan,L,2.0,5000.49,0.86,1400.14,2024-10-23,Retail,Pune,3000.14
1380,3380,Women,Basketball,Kyrie Flytrap,L,2.0,2557.29,0.0,0.0,10-12-2024,Online,Mumbai,3463.32
1381,3381,Men,Training,ZoomX Invincible,L,1.0,6039.8633948635625,0.0,0.0,2024-02-23,Retail,Mumbai,2718.47
1382,3382,Men,Basketball,LeBron 20,XL,2.0,9187.23,0.0,0.0,10-01-2025,Retail,Hyd,1710.15
1383,3383,Women,Lifestyle,Air Force 1,XL,1.482213438735178,6039.8633948635625,0.0,0.0,12-08-2024,Retail,Bangalore,3793.87
1384,3384,Women,Basketball,Air Jordan,10,1.482213438735178,6039.8633948635625,0.27,0.0,2025/07/22,Retail,bengaluru,144.65
1385,3385,Men,Training,ZoomX Invincible,L,1.482213438735178,9019.91,0.0,0.0,2025-03-21,Online,Hyd,-643.93
1386,3386,Women,Soccer,Phantom GT,8,1.482213438735178,9212.82,1.09,0.0,2024/10/16,Retail,Hyd,3827.83
1387,3387,Men,Soccer,Phantom GT,10,4.0,6039.8633948635625,1.07,0.0,2025-06-21,Retail,bengaluru,2821.58
1388,3388,Women,Running,Free RN,7,1.482213438735178,4042.33,0.0,0.0,03-05-2025,Online,Pune,1915.52
1389,3389,Women,Running,Air Zoom,M,3.0,9764.91,0.0,0.0,2025-04-04,Online,Mumbai,3491.49
1390,2044,Kids,Soccer,Premier III,XL,3.0,2068.95,0.81,1179.3,10-12-2024,Retail,Delhi,-182.98
1391,3391,Women,Soccer,Mercurial Superfly,M,2.0,6039.8633948635625,0.0,0.0,2023-11-14,Retail,hyderbad,1628.31
1392,3392,Kids,Lifestyle,Dunk Low,L,1.482213438735178,6039.8633948635625,0.0,0.0,10-12-2024,Online,Pune,-433.47
1393,3393,Kids,Basketball,Air Jordan,M,1.482213438735178,6039.8633948635625,0.68,0.0,2025/06/08,Online,Bangalore,1329.32
1394,3394,Kids,Lifestyle,Dunk Low,XL,1.0,6039.8633948635625,0.0,0.0,2024/11/03,Online,hyderbad,2396.11
1395,3395,Women,Running,Free RN,L,3.0,6039.8633948635625,0.0,0.0,2025/01/15,Online,Mumbai,3069.77
1396,3396,Kids,Running,Free RN,L,1.482213438735178,6325.01,0.0,0.0,10-12-2024,Retail,Bangalore,-1047.8
1397,3397,Women,Lifestyle,Dunk Low,M,1.482213438735178,9972.81,0.0,0.0,10-12-2024,Online,Mumbai,3478.84
1398,3398,Men,Basketball,LeBron 20,XL,2.0,2082.49,0.0,0.0,2023-08-27,Retail,Kolkata,415.57
1399,3399,Women,Basketball,LeBron 20,6,1.482213438735178,4507.45,0.0,0.0,11-02-2025,Online,Hyd,-1021.01
1400,3400,Kids,Lifestyle,Waffle One,M,1.482213438735178,6039.8633948635625,0.23,0.0,11-10-2024,Retail,hyderbad,703.25
1401,3401,Kids,Basketball,Zoom Freak,M,1.482213438735178,6039.8633948635625,0.0,0.0,10-12-2024,Retail,Kolkata,3834.84
1402,3402,Women,Running,Pegasus Turbo,L,1.482213438735178,9706.84,0.03,0.0,10-12-2024,Online,Pune,-229.84
1403,3403,Kids,Training,Flex Trainer,M,1.482213438735178,6039.8633948635625,0.0,0.0,30-10-2024,Retail,Pune,-200.19
1404,3404,Kids,Basketball,Zoom Freak,XL,1.482213438735178,6039.8633948635625,0.0,0.0,05-04-2025,Online,Pune,1505.06
1405,3405,Women,Lifestyle,Dunk Low,M,0.0,9986.17,1.04,0.0,2025-01-04,Online,Kolkata,1861.72
1406,3406,Women,Basketball,Zoom Freak,10,1.482213438735178,6039.8633948635625,1.06,0.0,19-08-2024,Online,Bangalore,3314.92
1407,3407,Women,Lifestyle,Air Force 1,11,0.0,5704.39,1.11,0.0,18-01-2025,Retail,Delhi,-4.1
1408,3408,Men,Basketball,Air Jordan,XL,1.482213438735178,6039.8633948635625,0.0,0.0,2025/02/28,Retail,Delhi,1675.58
1409,3409,Kids,Running,Air Zoom,M,1.0,6312.01,0.3,4418.41,08-09-2024,Retail,Delhi,-1106.07
1410,3410,Kids,Running,Free RN,L,0.0,6039.8633948635625,0.0,0.0,01-01-2025,Retail,hyderbad,2396.55
1411,3411,Kids,Soccer,Mercurial Superfly,9,0.0,6039.8633948635625,0.0,0.0,10-12-2024,Retail,Pune,-970.59
1412,3412,Men,Training,Flex Trainer,XL,1.482213438735178,6983.68,0.0,0.0,10-12-2024,Online,hyderbad,2789.29
1413,3413,Kids,Soccer,Phantom GT,XL,2.0,6039.8633948635625,0.0,0.0,2023-07-31,Online,hyderbad,2752.65
1414,3414,Men,Lifestyle,Dunk Low,7,4.0,9996.22,0.0,0.0,2025/01/21,Online,Mumbai,520.63
1415,3415,Kids,Basketball,Air Jordan,L,1.482213438735178,6165.08,0.0,0.0,2024-03-06,Online,Hyderabad,-426.97
1416,3416,Men,Soccer,Phantom GT,XL,1.482213438735178,8954.59,0.33,0.0,04-06-2025,Retail,Hyd,-819.45
1417,3417,Men,Basketball,LeBron 20,XL,1.482213438735178,5700.61,0.0,0.0,30-03-2025,Online,Kolkata,-409.81
1418,3418,Men,Soccer,Tiempo Legend,M,1.0,6039.8633948635625,1.24,0.0,10-12-2024,Retail,Bangalore,639.28
1419,3419,Kids,Training,SuperRep Go,L,4.0,6039.8633948635625,0.92,0.0,10-12-2024,Online,Mumbai,-1180.16
1420,3420,Women,Soccer,Premier III,L,1.0,3395.24,0.0,0.0,10-12-2024,Online,Delhi,1266.29
1421,3421,Women,Basketball,Zoom Freak,L,1.482213438735178,6039.8633948635625,0.0,0.0,07-12-2024,Online,hyderbad,-242.44
1422,3422,Kids,Training,Metcon 7,XL,1.482213438735178,3197.01,0.0,0.0,2024-01-18,Retail,Hyderabad,2432.76
1423,3423,Kids,Basketball,Kyrie Flytrap,L,2.0,6039.8633948635625,0.0,0.0,06-08-2024,Retail,Mumbai,106.0
1424,3424,Women,Training,SuperRep Go,M,1.482213438735178,7007.84,0.32,0.0,11-02-2025,Online,Mumbai,1955.19
1425,3425,Women,Lifestyle,Dunk Low,L,1.482213438735178,2276.09,0.0,0.0,2024/07/25,Online,Kolkata,2342.64
1426,3426,Men,Running,Free RN,L,1.482213438735178,8124.38,1.16,0.0,10-12-2024,Online,Delhi,3119.24
1427,3427,Men,Running,Pegasus Turbo,8,1.0,6039.8633948635625,0.0,0.0,10-12-2024,Retail,Mumbai,2741.85
1428,3428,Women,Basketball,Air Jordan,6,1.0,2825.86,0.23,2175.91,03-12-2024,Online,Bangalore,625.3
1429,3429,Men,Soccer,Premier III,10,0.0,6039.8633948635625,0.0,0.0,06-07-2025,Retail,Delhi,-77.97
1430,3430,Men,Training,Flex Trainer,M,1.482213438735178,7036.03,0.0,0.0,10-12-2024,Online,bengaluru,-890.2
1431,3431,Women,Training,Metcon 7,L,1.482213438735178,6039.8633948635625,0.96,0.0,01-10-2024,Retail,Delhi,3816.31
1432,3432,Kids,Basketball,Kyrie Flytrap,XL,1.482213438735178,6039.8633948635625,0.0,0.0,03-06-2025,Online,Kolkata,-640.44
1433,2028,Kids,Lifestyle,Waffle One,XL,0.0,6039.8633948635625,0.95,0.0,02-01-2025,Online,Delhi,2511.65
1434,3434,Kids,Basketball,Air Jordan,XL,1.482213438735178,8741.65,0.0,0.0,21-10-2024,Online,Delhi,570.25
1435,3435,Men,Training,SuperRep Go,L,4.0,6039.8633948635625,0.0,0.0,10-12-2024,Online,Delhi,2936.54
1436,3436,Kids,Soccer,Mercurial Superfly,L,1.482213438735178,6039.8633948635625,0.0,0.0,2025-06-11,Retail,Bangalore,2107.65
1437,3437,Kids,Soccer,Tiempo Legend,M,1.482213438735178,6039.8633948635625,0.0,0.0,2024-05-10,Retail,Mumbai,-113.52
1438,3438,Women,Soccer,Phantom GT,7,3.0,6039.8633948635625,0.18,0.0,05-09-2024,Retail,hyderbad,1669.74
1439,2043,Kids,Running,React Infinity,6,1.482213438735178,5395.6,0.06,0.0,2025/03/07,Online,Delhi,2992.96
1440,3440,Kids,Lifestyle,Waffle One,M,3.0,6039.8633948635625,0.0,0.0,10-12-2024,Online,Mumbai,-510.72
1441,3441,Kids,Running,Free RN,12,2.0,9313.98,0.0,0.0,08-05-2025,Retail,Delhi,3301.27
1442,3442,Kids,Basketball,Zoom Freak,XL,4.0,6039.8633948635625,0.0,0.0,2025-01-21,Online,Mumbai,3129.5
1443,3443,Kids,Basketball,Zoom Freak,8,1.482213438735178,2989.01,0.0,0.0,10-12-2024,Retail,Mumbai,3549.06
1444,3444,Men,Basketball,LeBron 20,L,1.482213438735178,6039.8633948635625,0.0,0.0,2025/07/04,Online,Kolkata,-382.31
1445,3445,Men,Lifestyle,Blazer Mid,10,1.482213438735178,4693.81,0.0,0.0,10-12-2024,Retail,Bangalore,3658.04
1446,3446,Men,Lifestyle,Dunk Low,8,1.482213438735178,6039.8633948635625,0.0,0.0,07-09-2024,Retail,Bangalore,1680.5
1447,3447,Women,Basketball,LeBron 20,M,1.482213438735178,6039.8633948635625,0.0,0.0,2025/05/14,Retail,Hyderabad,1860.15
1448,2038,Kids,Lifestyle,Air Force 1,L,1.482213438735178,7609.9,0.05,0.0,10-12-2024,Online,Delhi,788.86
1449,3449,Men,Training,ZoomX Invincible,L,0.0,6039.8633948635625,0.25,0.0,2025/02/21,Retail,Delhi,1586.59
1450,3450,Men,Running,React Infinity,M,3.0,6039.8633948635625,0.0,0.0,2024-01-16,Retail,bengaluru,904.82
1451,3451,Men,Training,SuperRep Go,7,1.482213438735178,6039.8633948635625,0.0,0.0,2025/07/05,Retail,Mumbai,720.76
1452,3452,Men,Training,SuperRep Go,11,1.482213438735178,6039.8633948635625,0.0,0.0,05-08-2024,Online,Delhi,1239.11
1453,3453,Kids,Soccer,Phantom GT,L,0.0,2033.28,0.0,0.0,05-12-2024,Retail,Delhi,2003.05
1454,3454,Kids,Basketball,Zoom Freak,XL,2.0,6039.8633948635625,0.0,0.0,10-12-2024,Online,Delhi,2313.95
1455,3455,Women,Soccer,Premier III,L,1.482213438735178,5947.51,0.0,0.0,17-01-2025,Retail,hyderbad,1352.56
1456,3456,Women,Basketball,Air Jordan,12,1.482213438735178,3011.32,0.0,0.0,10-12-2024,Online,Delhi,2531.22
1457,3457,Women,Training,Flex Trainer,11,1.482213438735178,6039.8633948635625,0.81,0.0,2025/02/24,Online,Pune,3777.72
1458,3458,Women,Running,Pegasus Turbo,L,1.482213438735178,6039.8633948635625,0.83,0.0,2025/01/22,Online,Mumbai,257.87
1459,3459,Men,Lifestyle,Blazer Mid,L,1.482213438735178,6100.23,0.0,0.0,2025/03/27,Retail,Hyderabad,2745.91
1460,3460,Women,Running,React Infinity,XL,0.0,5403.67,0.0,0.0,10-12-2024,Online,Pune,1372.6
1461,2004,Kids,Running,Free RN,10,1.0,6039.8633948635625,0.0,0.0,10-12-2024,Online,Hyd,2588.88
1462,3462,Women,Basketball,Kyrie Flytrap,L,3.0,2610.98,0.0,0.0,2024/12/21,Retail,Bangalore,274.97
1463,3463,Women,Soccer,Phantom GT,12,1.0,6039.8633948635625,0.0,0.0,24-02-2025,Retail,Pune,1853.7
1464,3464,Kids,Training,Flex Trainer,XL,0.0,3362.64,0.0,0.0,10-12-2024,Online,bengaluru,1587.01
1465,3465,Men,Lifestyle,Dunk Low,L,2.0,6039.8633948635625,0.0,0.0,2023-11-29,Online,Delhi,1698.7
1466,3466,Men,Basketball,Kyrie Flytrap,L,2.0,6498.22,0.5,6498.22,24-10-2024,Retail,Mumbai,-360.53
1467,3467,Men,Lifestyle,Air Force 1,M,2.0,6039.8633948635625,0.0,0.0,13-03-2025,Online,bengaluru,1472.83
1468,3468,Men,Soccer,Phantom GT,L,4.0,9577.99,0.93,2681.84,10-12-2024,Online,Kolkata,-259.93
1469,3469,Kids,Running,Air Zoom,10,1.0,4590.24,0.0,0.0,2024/10/01,Online,Mumbai,3792.66
1470,3470,Kids,Soccer,Tiempo Legend,M,1.482213438735178,6039.8633948635625,0.0,0.0,11-02-2025,Online,Kolkata,284.96
1471,3471,Kids,Lifestyle,Waffle One,L,0.0,5637.46,0.0,0.0,2025/02/04,Retail,Kolkata,-364.01
1472,3472,Men,Basketball,Air Jordan,XL,1.482213438735178,6039.8633948635625,0.0,0.0,31-08-2024,Online,hyderbad,1750.67
1473,3473,Kids,Soccer,Premier III,M,4.0,3551.05,0.0,0.0,2024/12/05,Online,Delhi,63.47
1474,3474,Women,Basketball,LeBron 20,M,2.0,6506.07,0.0,0.0,10-12-2024,Retail,hyderbad,3969.54
1475,3475,Kids,Soccer,Tiempo Legend,L,1.0,2120.44,0.0,0.0,2024/07/29,Online,Mumbai,2996.47
1476,3476,Men,Training,Flex Trainer,11,1.482213438735178,3891.22,0.37,0.0,25-06-2025,Retail,Mumbai,1881.61
1477,3477,Men,Basketball,Air Jordan,M,2.0,4135.26,0.0,0.0,25-04-2025,Online,Delhi,1691.28
1478,3478,Kids,Training,Flex Trainer,9,1.482213438735178,6039.8633948635625,0.0,0.0,2025-05-17,Retail,Mumbai,2192.68
1479,3479,Women,Training,ZoomX Invincible,XL,4.0,6039.8633948635625,0.0,0.0,2024/09/16,Retail,Mumbai,1909.78
1480,3480,Kids,Running,Free RN,M,4.0,2917.45,0.0,0.0,10-12-2024,Online,Bangalore,2872.75
1481,3481,Women,Lifestyle,Air Force 1,XL,4.0,6039.8633948635625,0.0,0.0,2023-10-15,Online,bengaluru,2564.61
1482,3482,Men,Soccer,Mercurial Superfly,M,1.482213438735178,6039.8633948635625,0.0,0.0,2024/08/19,Online,Hyderabad,1660.47
1483,3483,Men,Lifestyle,Air Force 1,L,4.0,4733.92,0.0,0.0,2024-12-04,Online,Kolkata,738.19
1484,3484,Kids,Lifestyle,Dunk Low,12,1.482213438735178,2638.44,0.0,0.0,2024/08/18,Online,bengaluru,1395.41
1485,3485,Women,Lifestyle,Dunk Low,L,2.0,6039.8633948635625,0.0,0.0,2024-12-14,Retail,Hyderabad,1722.38
1486,3486,Kids,Training,SuperRep Go,L,4.0,6039.8633948635625,0.0,0.0,14-10-2024,Retail,Delhi,1451.77
1487,3487,Men,Lifestyle,Dunk Low,M,1.482213438735178,3240.99,0.42,0.0,28-05-2025,Online,Hyd,2927.35
1488,3488,Women,Soccer,Tiempo Legend,XL,4.0,6039.8633948635625,0.0,0.0,2025/03/12,Online,Kolkata,86.25
1489,3489,Kids,Running,React Infinity,8,2.0,6039.8633948635625,0.0,0.0,2025/04/04,Online,Mumbai,1734.72
1490,3490,Men,Running,Free RN,L,0.0,6039.8633948635625,0.98,0.0,2025-07-08,Online,Delhi,1591.77
1491,3491,Men,Soccer,Premier III,XL,1.482213438735178,6039.8633948635625,0.39,0.0,2024/10/19,Online,Mumbai,-473.94
1492,2018,Women,Soccer,Phantom GT,6,1.482213438735178,6039.8633948635625,0.0,0.0,2024/11/13,Online,bengaluru,-777.58
1493,3493,Men,Lifestyle,Dunk Low,L,1.482213438735178,9446.34,1.09,0.0,10-12-2024,Online,Bangalore,568.71
1494,3494,Kids,Running,Pegasus Turbo,L,1.482213438735178,6039.8633948635625,0.87,0.0,2024-09-17,Retail,Pune,3566.05
1495,3495,Women,Basketball,LeBron 20,M,1.482213438735178,6039.8633948635625,0.0,0.0,2024-08-13,Retail,Pune,3572.8
1496,3496,Men,Running,Air Zoom,M,3.0,6039.8633948635625,0.77,0.0,2024/10/08,Retail,Delhi,-786.91
1497,3497,Women,Basketball,Zoom Freak,L,2.0,8688.92,0.0,0.0,08-12-2024,Online,Mumbai,1878.22
1498,3498,Women,Training,SuperRep Go,M,0.0,8797.69,0.0,0.0,10-09-2024,Retail,Pune,-910.3
1499,3499,Women,Training,ZoomX Invincible,L,1.482213438735178,5864.29,0.0,0.0,2025/03/30,Retail,Kolkata,357.03
1500,3500,Kids,Lifestyle,Blazer Mid,L,1.482213438735178,5471.81,0.56,0.0,25-03-2025,Retail,Kolkata,361.86
1501,3501,Men,Lifestyle,Blazer Mid,L,1.482213438735178,6039.8633948635625,1.13,0.0,2024/11/09,Retail,Mumbai,2016.85
1502,3502,Men,Lifestyle,Blazer Mid,L,1.482213438735178,6418.29,0.89,0.0,2023-11-09,Online,Delhi,3665.75
1503,3503,Men,Training,SuperRep Go,M,1.482213438735178,6992.17,0.0,0.0,16-11-2024,Online,Mumbai,-1048.24
1504,3504,Women,Training,SuperRep Go,L,1.482213438735178,9075.41,0.03,0.0,2024/08/18,Retail,Delhi,3035.95
1505,2020,Kids,Lifestyle,Blazer Mid,XL,1.482213438735178,7126.64,0.89,0.0,2025/05/10,Retail,Delhi,535.13
1506,3506,Men,Training,Metcon 7,L,0.0,9701.91,0.51,0.0,10-12-2024,Online,Pune,2393.61
1507,3507,Kids,Running,Free RN,7,1.482213438735178,6039.8633948635625,0.05,0.0,10-12-2024,Retail,Mumbai,11.97
1508,3508,Kids,Training,ZoomX Invincible,L,1.482213438735178,6039.8633948635625,0.0,0.0,2024/10/12,Retail,Bangalore,3466.92
1509,3509,Kids,Lifestyle,Blazer Mid,12,1.482213438735178,2066.04,0.0,0.0,22-07-2025,Online,Mumbai,2278.11
1510,3510,Men,Soccer,Tiempo Legend,M,1.482213438735178,6039.8633948635625,0.0,0.0,17-04-2025,Retail,Hyderabad,3445.21
1511,3511,Kids,Lifestyle,Blazer Mid,XL,1.482213438735178,3248.17,0.06,0.0,2025-02-15,Retail,Hyderabad,877.12
1512,3512,Kids,Basketball,Zoom Freak,M,4.0,6039.8633948635625,0.96,0.0,05-06-2025,Retail,Pune,2516.79
1513,3513,Women,Training,SuperRep Go,L,0.0,6145.98,0.0,0.0,2025-04-16,Retail,hyderbad,2625.95
1514,3514,Kids,Running,React Infinity,7,1.482213438735178,6546.46,0.0,0.0,2024/08/10,Retail,Hyderabad,2804.16
1515,3515,Men,Training,Flex Trainer,XL,1.482213438735178,2604.11,0.9,0.0,10-12-2024,Online,Kolkata,699.6
1516,3516,Men,Training,ZoomX Invincible,M,1.482213438735178,7495.24,0.42,0.0,10-12-2024,Online,Pune,3844.73
1517,3517,Women,Running,Air Zoom,L,1.482213438735178,9962.36,0.0,0.0,10-12-2024,Retail,Hyd,2661.74
1518,3518,Women,Basketball,Air Jordan,XL,1.482213438735178,6039.8633948635625,0.0,0.0,2024/08/14,Retail,Delhi,3047.69
1519,3519,Kids,Soccer,Premier III,L,1.482213438735178,6039.8633948635625,0.0,0.0,2025-05-25,Retail,Kolkata,3491.18
1520,3520,Women,Lifestyle,Waffle One,XL,2.0,2080.85,1.24,-998.81,2024-03-22,Retail,Delhi,-776.21
1521,3521,Women,Training,ZoomX Invincible,M,1.482213438735178,8565.24,0.0,0.0,10-12-2024,Online,Kolkata,3721.9
1522,2002,Women,Basketball,Zoom Freak,M,1.482213438735178,9041.15,0.44,0.0,10-12-2024,Retail,Kolkata,1597.12
1523,3523,Kids,Training,SuperRep Go,6,1.482213438735178,7061.5,1.04,0.0,2024-06-09,Retail,Kolkata,825.03
1524,3524,Kids,Training,SuperRep Go,9,1.482213438735178,6039.8633948635625,0.0,0.0,2024/11/12,Online,Mumbai,1646.1
1525,3525,Kids,Running,React Infinity,L,1.482213438735178,7170.91,0.0,0.0,29-01-2025,Retail,Mumbai,3030.5
1526,2030,Men,Basketball,Air Jordan,L,1.482213438735178,6039.8633948635625,0.0,0.0,2024/12/18,Online,hyderbad,2272.16
1527,3527,Men,Soccer,Phantom GT,L,3.0,6039.8633948635625,0.0,0.0,2025/06/12,Online,Mumbai,-257.35
1528,3528,Kids,Running,React Infinity,L,1.482213438735178,3742.67,0.0,0.0,2024/08/21,Retail,hyderbad,2662.77
1529,3529,Men,Training,SuperRep Go,L,1.0,6039.8633948635625,0.2,0.0,2025/03/28,Retail,Delhi,1448.77
1530,3530,Women,Soccer,Mercurial Superfly,L,0.0,3034.73,0.0,0.0,2023-09-25,Retail,Kolkata,2458.14
1531,3531,Women,Basketball,LeBron 20,L,1.482213438735178,9015.65,0.07,0.0,10-12-2024,Online,Delhi,1932.99
1532,3532,Kids,Running,React Infinity,XL,1.482213438735178,9244.96,0.47,0.0,2024-05-07,Online,Mumbai,-955.19
1533,3533,Kids,Running,Air Zoom,L,1.482213438735178,6039.8633948635625,0.0,0.0,2023-11-05,Retail,Hyd,451.71
1534,3534,Kids,Basketball,Zoom Freak,L,3.0,3280.57,0.62,3739.85,2024/11/09,Retail,Kolkata,427.76
1535,3535,Kids,Basketball,LeBron 20,XL,1.482213438735178,6302.89,0.82,0.0,2024/12/24,Retail,Pune,169.86
1536,3536,Women,Lifestyle,Dunk Low,12,1.482213438735178,3929.3,0.0,0.0,2024/12/01,Retail,bengaluru,3934.31
1537,3537,Men,Lifestyle,Blazer Mid,XL,2.0,5464.07,1.01,-109.28,15-06-2025,Online,Kolkata,3170.78
1538,3538,Kids,Basketball,Kyrie Flytrap,L,0.0,6039.8633948635625,0.0,0.0,2024-12-12,Online,bengaluru,2787.81
1539,3539,Kids,Lifestyle,Air Force 1,XL,3.0,7706.3,1.15,-3467.83,10-12-2024,Retail,Hyderabad,2366.58
1540,3540,Kids,Training,Flex Trainer,XL,1.482213438735178,9564.4,0.0,0.0,16-05-2025,Retail,Delhi,1850.13
1541,3541,Kids,Training,SuperRep Go,M,1.482213438735178,3644.5,0.0,0.0,04-09-2024,Online,Mumbai,2011.76
1542,3542,Men,Lifestyle,Air Force 1,L,1.482213438735178,7199.03,0.61,0.0,2024/11/28,Retail,Mumbai,1826.07
1543,3543,Kids,Lifestyle,Dunk Low,L,2.0,6039.8633948635625,0.0,0.0,2024/11/22,Retail,Pune,2712.79
1544,3544,Men,Running,Air Zoom,M,1.482213438735178,3923.39,0.0,0.0,10-12-2024,Retail,Kolkata,-684.88
1545,3545,Men,Training,Flex Trainer,12,3.0,6039.8633948635625,0.0,0.0,2023-08-03,Online,Delhi,2239.86
1546,3546,Men,Lifestyle,Waffle One,L,1.482213438735178,6039.8633948635625,0.0,0.0,10-12-2024,Retail,Delhi,945.11
1547,3547,Kids,Soccer,Tiempo Legend,XL,4.0,6039.8633948635625,0.0,0.0,10-12-2024,Online,Delhi,2157.74
1548,3548,Kids,Soccer,Phantom GT,L,3.0,6039.8633948635625,0.0,0.0,2024-03-12,Online,Kolkata,3366.32
1549,3549,Kids,Training,SuperRep Go,L,0.0,4493.02,0.81,0.0,10-12-2024,Online,Mumbai,14.79
1550,3550,Women,Lifestyle,Air Force 1,M,1.482213438735178,8645.09,0.0,0.0,10-12-2024,Online,bengaluru,3289.86
1551,3551,Women,Training,SuperRep Go,10,1.482213438735178,9948.15,1.12,0.0,2023-08-02,Retail,Kolkata,-259.16
1552,3552,Men,Running,React Infinity,XL,4.0,6039.8633948635625,0.0,0.0,2025/05/17,Retail,Mumbai,762.95
1553,3553,Women,Running,Air Zoom,XL,2.0,5216.27,0.0,0.0,2025-06-25,Online,Pune,-720.87
